Sentence,rank
"""js or Java, proficient with database technologies both NoSql and rational, queue technologies such as kafka, streaming, caching and more""
",1
"""Solid leadership skills and background""
",1
"""Has a can-do attitude and ability to see the bigger picture involving business aspects as well as operational excellence""
",1
"""Experience with a modern JavaScript framework, preferably VueJS""
",1
"""Experience with public cloud - Advantage""
",1
"""Good understanding of Agile methodologies - Advantage""
",1
"""Strong knowledge of Web standards and protocols - Advantage""
",1
"""Has an ability to work in a global organization with stakeholders - Advantage""
",1
"""Relevant academic background - Advantage""
",1
"""Time away: vacation, public holidays and care days""
",1
"""Financial: Pension, deferred pension and ESPP""
",1
"""Development: tuition reimbursement, native AI learning""
",1
"""Additional: WFH support, exclusive perks and discounts""
",1
"""Why you’ll love working here:""
",1
"""Your entrepreneurial spirit will be supported""
",1
"""We love team members who chase down their big ideas, become experts, help colleagues, and own their work""
",1
"""These four company values guide our continued, holistic growth as individuals, as teams, and as a global organization""
",1
"""And to further make our point, let's just say we're very proud to be on Fast Company's list of Most Innovative Companies and Newsweek's list of most-loved workplaces""
",1
"""At LivePerson, people from diverse backgrounds come together to make an impact and be their authentic selves""
",1
"""One way we share and connect is through our employee resource groups such as: Live In Color, LP Proud, and Women In Tech""
",1
"""We are proud to be an equal opportunity employer""
",1
"""All qualified applicants will receive consideration for employment without regard to age, ancestry, color, family or medical care leave, gender identity or expression, genetic information, marital status, medical condition, national origin, physical or mental disability, protected veteran status, race, religion, sex (including pregnancy), sexual orientation, or any other characteristic protected by applicable laws, regulations and ordinances""
",1
"""We also consider qualified applicants with criminal histories, consistent with applicable federal, state, and local law""
",1
"""We are committed to the accessibility needs of applicants and employees""
",1
"""We provide reasonable accommodations to job applicants with physical or mental disabilities""
",1
"""Applicants with a disability who require a reasonable accommodation for any part of the application or hiring process should inform their recruiting contact upon initial connection""
",1
"""We are looking for passionate Staff Full Stack Software Engineers to join our newest team we are building in TLV, designing and developing core product features and services that power the our app used by thousands of travelers on a daily basis""
",1
"""You will work closely with a set of talented engineers, product managers, designers to identify customer needs and build innovative solutions to solve them""
",1
"""This is a very unique role which combines the small team feeling of a startup launching a brand new product, with the perks, opportunity size and impact of an established company""
",1
"""Designing and implementing the company’s next generation of the agent tooling products suite""
",1
"""Building out and leading the development of new impactful product features""
",1
"""Ensure the quality of the features you built, follow-up on usage/issues post release""
",1
"""Work closely with product and design team to deliver new features that align with the needs of the business""
",1
"""Provide technical leadership and mentoring to other engineers on the team""
",1
